ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
P124-PWY__PK__MetaCyc	Bifidobacterium shunt	33	5	Tb927.1.1240,Tb927.10.2890,Tb927.10.6880,Tb927.3.3270,Tb927.6.4280,	15.2	5.2	6.58	0.00215407003436	0.0918647514654	1.0
PWY-5464__PK__MetaCyc	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	66	7	Tb927.1.1240,Tb927.10.2890,Tb927.10.5620,Tb927.10.6880,Tb927.3.3270,Tb927.6.4280,Tb927.9.5960,	10.6	3.64	4.51	0.00233994466429	0.0942477712006	1.0
PWY-6886__PK__MetaCyc	1-butanol autotrophic biosynthesis (engineered)	51	6	Tb927.1.1240,Tb927.10.2890,Tb927.10.5620,Tb927.10.6880,Tb927.3.3270,Tb927.6.4280,	11.8	4.04	4.99	0.00290676684074	0.106683775096	1.0
PWY66-399__PK__MetaCyc	gluconeogenesis III	36	5	Tb927.1.1240,Tb927.10.2890,Tb927.10.5620,Tb927.10.6880,Tb927.6.4280,	13.9	4.77	5.93	0.00320543970273	0.106683775096	1.0
PWY66-373__PK__MetaCyc	sucrose degradation V (sucrose &alpha;-glucosidase)	11	3	Tb927.10.5620,Tb927.10.6880,Tb927.6.4280,	27.3	9.36	13.34	0.00323730076155	0.106683775096	1.0
NPGLUCAT-PWY__PK__MetaCyc	Entner-Doudoroff pathway II (non-phosphorylative)	11	3	Tb927.1.1240,Tb927.10.2890,Tb927.3.3270,	27.3	9.36	13.34	0.00323730076155	0.106683775096	1.0
P122-PWY__PK__MetaCyc	heterolactic fermentation	37	5	Tb927.1.1240,Tb927.10.2890,Tb927.10.6880,Tb927.3.3270,Tb927.6.4280,	13.5	4.64	5.75	0.0036265708319	0.114315819701	1.0
GLUCONEO-PWY__PK__MetaCyc	gluconeogenesis I	39	5	Tb927.1.1240,Tb927.10.2890,Tb927.10.5620,Tb927.10.6880,Tb927.6.4280,	12.8	4.4	5.4	0.0045863899776	0.13300530935	1.0
PWY-7003__PK__MetaCyc	glycerol degradation to butanol	39	5	Tb927.1.1240,Tb927.10.2890,Tb927.10.6880,Tb927.3.3270,Tb927.6.4280,	12.8	4.4	5.4	0.0045863899776	0.13300530935	1.0
PWY-6146__PK__MetaCyc	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	64	6	Tb927.1.1240,Tb927.10.2890,Tb927.10.5620,Tb927.10.6880,Tb927.3.3270,Tb927.6.4280,	9.4	3.22	3.83	0.00909781444256	0.253689056571	1.0
PWY-2221__PK__MetaCyc	Entner-Doudoroff pathway III (semi-phosphorylative)	16	3	Tb927.1.1240,Tb927.10.2890,Tb927.3.3270,	18.8	6.43	8.18	0.00992041536627	0.265939507028	1.0
PWY-7124__PK__MetaCyc	ethylene biosynthesis V (engineered)	47	5	Tb927.1.1240,Tb927.10.2890,Tb927.10.5620,Tb927.10.6880,Tb927.6.4280,	10.6	3.65	4.35	0.010270767168	0.265939507028	1.0
PWY-7715__PK__MetaCyc	superpathway of trichothecene biosynthesis	33	4	Tb927.10.15910,Tb927.5.1810,Tb927.5.1830,Tb927.5.4380,	12.1	4.16	4.96	0.0138607586208	0.324162903229	1.0
PWY-7730__PK__MetaCyc	T-2 toxin biosynthesis	33	4	Tb927.10.15910,Tb927.5.1810,Tb927.5.1830,Tb927.5.4380,	12.1	4.16	4.96	0.0138607586208	0.324162903229	1.0
PWY-7713__PK__MetaCyc	nivalenol biosynthesis	33	4	Tb927.10.15910,Tb927.5.1810,Tb927.5.1830,Tb927.5.4380,	12.1	4.16	4.96	0.0138607586208	0.324162903229	1.0
PWY-5723__PK__MetaCyc	Rubisco shunt	20	3	Tb927.1.1240,Tb927.10.2890,Tb927.3.3270,	15.0	5.15	6.24	0.0186174181253	0.409019034571	1.0
SUCSYN-PWY__PK__MetaCyc	sucrose biosynthesis I (from photosynthesis)	20	3	Tb927.10.5620,Tb927.10.6880,Tb927.6.4280,	15.0	5.15	6.24	0.0186174181253	0.409019034571	1.0
CALVIN-PWY__PK__MetaCyc	Calvin-Benson-Bassham cycle	22	3	Tb927.10.5620,Tb927.10.6880,Tb927.6.4280,	13.6	4.68	5.57	0.0241505231837	0.514974391416	1.0
PWY66-423__PK__MetaCyc	fructose 2,6-bisphosphate biosynthesis	9	2	Tb927.10.6880,Tb927.6.4280,	22.2	7.63	9.93	0.0262365672726	0.528145695364	1.0
PWY-6848__PK__MetaCyc	rutin degradation	23	3	Tb927.11.6640,Tb927.5.1810,Tb927.5.1830,	13.0	4.48	5.29	0.0272166093477	0.528145695364	1.0
PWY-1921__PK__MetaCyc	indole-3-acetate activation II	23	3	Tb927.11.6640,Tb927.5.1810,Tb927.5.1830,	13.0	4.48	5.29	0.0272166093477	0.528145695364	1.0
PWY-6766__PK__MetaCyc	salicin biosynthesis	1	1	Tb927.10.7090,	100.0	34.32	inf	0.0291390728477	0.528145695364	1.0
PWY-1801__PK__MetaCyc	formaldehyde oxidation II (glutathione-dependent)	1	1	Tb927.3.5050,	100.0	34.32	inf	0.0291390728477	0.528145695364	1.0
PWY-1882__PK__MetaCyc	superpathway of C1 compounds oxidation to CO<sub>2</sub>	1	1	Tb927.3.5050,	100.0	34.32	inf	0.0291390728477	0.528145695364	1.0
P185-PWY__PK__MetaCyc	formaldehyde assimilation III (dihydroxyacetone cycle)	24	3	Tb927.10.5620,Tb927.10.6880,Tb927.6.4280,	12.5	4.29	5.03	0.0304821133553	0.539012980063	1.0
PHOTOALL-PWY__PK__MetaCyc	oxygenic photosynthesis	25	3	Tb927.10.5620,Tb927.10.6880,Tb927.6.4280,	12.0	4.12	4.8	0.0339461926095	0.583473269705	1.0
PWY-7002__PK__MetaCyc	4-hydroxyacetophenone degradation	11	2	Tb927.5.1810,Tb927.5.1830,	18.2	6.24	7.71	0.038629954408	0.583473269705	1.0
PWY-7712__PK__MetaCyc	deoxynivalenol biosynthesis	11	2	Tb927.5.1810,Tb927.5.1830,	18.2	6.24	7.71	0.038629954408	0.583473269705	1.0
CYCLOHEXANOL-OXIDATION-PWY__PK__MetaCyc	cyclohexanol degradation	11	2	Tb927.5.1810,Tb927.5.1830,	18.2	6.24	7.71	0.038629954408	0.583473269705	1.0
PWY-7982__PK__MetaCyc	pinoresinol degradation	11	2	Tb927.5.1810,Tb927.5.1830,	18.2	6.24	7.71	0.038629954408	0.583473269705	1.0
PWY0-301__PK__MetaCyc	L-ascorbate degradation I (bacterial, anaerobic)	11	2	Tb927.5.1810,Tb927.5.1830,	18.2	6.24	7.71	0.038629954408	0.583473269705	1.0
PWY-5835__PK__MetaCyc	geranyl acetate biosynthesis	11	2	Tb927.5.1810,Tb927.5.1830,	18.2	6.24	7.71	0.038629954408	0.583473269705	1.0
ec00910__PK__KEGG	Nitrogen metabolism	27	3	Tb927.10.5350,Tb927.11.6640,Tb927.6.4780,	11.1	3.81	4.4	0.0414644106474	0.597911444057	1.0
PWY-7367__PK__MetaCyc	phosphatidylcholine resynthesis via glycerophosphocholine	12	2	Tb927.5.1810,Tb927.5.1830,	16.7	5.72	6.93	0.0455101540562	0.597911444057	1.0
PWY-4302__PK__MetaCyc	aerobic respiration III (alternative oxidase pathway)	12	2	Tb927.10.7090,Tb927.9.5960,	16.7	5.72	6.93	0.0455101540562	0.597911444057	1.0
THREOCAT-PWY__PK__MetaCyc	superpathway of L-threonine metabolism	29	3	Tb927.10.15910,Tb927.2.4590,Tb927.5.4380,	10.3	3.55	4.05	0.0497558224122	0.597911444057	1.0
