ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
PWY3O-19__PK__MetaCyc	ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)	9	6	Tb927.11.13730,Tb927.3.4890,Tb927.3.680,Tb927.4.1900,Tb927.6.1900,Tb927.9.10580,	66.7	2.48	5.5	0.0142850535836	0.467868516366	1.0
PWY-6313__PK__MetaCyc	serotonin degradation	9	6	Tb927.10.13630,Tb927.10.7620,Tb927.11.4700,Tb927.2.5180,Tb927.6.3050,Tb927.6.4210,	66.7	2.48	5.5	0.0142850535836	0.467868516366	1.0
PWY-6857__PK__MetaCyc	retinol biosynthesis	9	6	Tb927.10.9190,Tb927.11.1900,Tb927.11.3730,Tb927.2.4930,Tb927.6.4480,Tb927.8.6390,	66.7	2.48	5.5	0.0142850535836	0.467868516366	1.0
PWY-5870__PK__MetaCyc	ubiquinol-8 biosynthesis (eukaryotic)	9	6	Tb927.11.13730,Tb927.3.4890,Tb927.3.680,Tb927.4.1900,Tb927.6.1900,Tb927.9.10580,	66.7	2.48	5.5	0.0142850535836	0.467868516366	1.0
PWY-5873__PK__MetaCyc	ubiquinol-7 biosynthesis (eukaryotic)	9	6	Tb927.11.13730,Tb927.3.4890,Tb927.3.680,Tb927.4.1900,Tb927.6.1900,Tb927.9.10580,	66.7	2.48	5.5	0.0142850535836	0.467868516366	1.0
ec00040__PK__KEGG	Pentose and glucuronate interconversions	19	10	Tb927.10.13630,Tb927.10.4040,Tb927.10.7620,Tb927.11.1050,Tb927.11.13730,Tb927.11.4700,Tb927.2.5180,Tb927.5.2650,Tb927.6.2170,Tb927.6.3050,	52.6	1.96	3.07	0.014600796454	0.467868516366	1.0
P23-PWY__PK__MetaCyc	reductive TCA cycle I	19	10	Tb927.10.15410,Tb927.10.16120,Tb927.10.2560,Tb927.10.7410,Tb927.11.11250,Tb927.11.6280,Tb927.3.2230,Tb927.5.2080,Tb927.8.3690,Tb927.9.11110,	52.6	1.96	3.07	0.014600796454	0.467868516366	1.0
PWY-5484__PK__MetaCyc	glycolysis II (from fructose 6-phosphate)	33	15	Tb11.v5.0650,Tb927.1.710,Tb927.1.720,Tb927.10.2890,Tb927.10.6440,Tb927.10.6880,Tb927.11.16410,Tb927.11.5520,Tb927.11.6280,Tb927.2.5800,Tb927.3.3270,Tb927.5.2690,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,	45.5	1.69	2.31	0.0157505210377	0.467868516366	1.0
HEXITOLDEGSUPER-PWY__PK__MetaCyc	superpathway of hexitol degradation (bacteria)	33	15	Tb11.v5.0650,Tb927.1.710,Tb927.1.720,Tb927.10.2890,Tb927.10.6440,Tb927.10.6880,Tb927.11.16410,Tb927.11.5520,Tb927.11.6280,Tb927.2.5800,Tb927.3.3270,Tb927.5.2690,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,	45.5	1.69	2.31	0.0157505210377	0.467868516366	1.0
PWY-5044__PK__MetaCyc	purine nucleotides degradation I (plants)	14	8	Tb11.v5.0270,Tb927.10.16120,Tb927.10.9900,Tb927.11.15750,Tb927.3.2960,Tb927.5.2080,Tb927.9.7180,Tb927.9.9740,	57.1	2.13	3.68	0.0158164722115	0.467868516366	1.0
P441-PWY__PK__MetaCyc	superpathway of <i>N</i>-acetylneuraminate degradation	39	17	Tb11.v5.0650,Tb927.1.710,Tb927.1.720,Tb927.10.2890,Tb927.10.6440,Tb927.10.6880,Tb927.11.16410,Tb927.11.4700,Tb927.11.5520,Tb927.11.6280,Tb927.2.5180,Tb927.2.5800,Tb927.3.3270,Tb927.5.2690,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,	43.6	1.62	2.15	0.0167856897573	0.467868516366	1.0
PWY-6886__PK__MetaCyc	1-butanol autotrophic biosynthesis (engineered)	51	21	Tb11.v5.0650,Tb927.1.710,Tb927.1.720,Tb927.10.2230,Tb927.10.2890,Tb927.10.6440,Tb927.10.6880,Tb927.11.16410,Tb927.11.16480,Tb927.11.5520,Tb927.11.8970,Tb927.2.5800,Tb927.3.3270,Tb927.3.4990,Tb927.5.2690,Tb927.5.3580,Tb927.6.2170,Tb927.6.4280,Tb927.6.4300,Tb927.8.2540,Tb927.8.6170,	41.2	1.53	1.95	0.0172306529734	0.467868516366	1.0
P121-PWY__PK__MetaCyc	adenine and adenosine salvage I	7	5	Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.7.1780,Tb927.7.7040,	71.4	2.66	6.87	0.0175779148362	0.467868516366	1.0
PWY-6922__PK__MetaCyc	L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis	7	5	Tb927.10.5670,Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.7.210,	71.4	2.66	6.87	0.0175779148362	0.467868516366	1.0
PWY-7980__PK__MetaCyc	ATP biosynthesis	7	5	Tb927.3.1380,Tb927.7.7420,Tb927.7.7430,Tb927.9.11810,Tb927.9.3590,	71.4	2.66	6.87	0.0175779148362	0.467868516366	1.0
PWY-7902__PK__MetaCyc	glucosylglycerol biosynthesis	3	3	Tb927.10.6440,Tb927.8.3530,Tb927.8.980,	100.0	3.72	inf	0.0193328060167	0.467868516366	1.0
PWY3O-6__PK__MetaCyc	dehydro-D-arabinono-1,4-lactone biosynthesis	3	3	Tb927.11.4700,Tb927.2.5180,Tb927.5.2650,	100.0	3.72	inf	0.0193328060167	0.467868516366	1.0
PWY-622__PK__MetaCyc	starch biosynthesis	3	3	Tb927.1.3830,Tb927.10.6440,Tb927.8.980,	100.0	3.72	inf	0.0193328060167	0.467868516366	1.0
PWY-5653__PK__MetaCyc	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	3	3	Tb927.10.7410,Tb927.11.14870,Tb927.5.2640,	100.0	3.72	inf	0.0193328060167	0.467868516366	1.0
PWY-5515__PK__MetaCyc	L-arabinose degradation II	3	3	Tb927.11.1050,Tb927.11.4700,Tb927.2.5180,	100.0	3.72	inf	0.0193328060167	0.467868516366	1.0
PWY-6731__PK__MetaCyc	starch degradation III	3	3	Tb927.10.6440,Tb927.8.6170,Tb927.8.980,	100.0	3.72	inf	0.0193328060167	0.467868516366	1.0
PWY-5516__PK__MetaCyc	D-xylose degradation II	3	3	Tb927.11.1050,Tb927.11.4700,Tb927.2.5180,	100.0	3.72	inf	0.0193328060167	0.467868516366	1.0
PWY-4202__PK__MetaCyc	arsenate detoxification I (glutaredoxin)	5	4	Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.7.7040,	80.0	2.98	10.98	0.0203296601358	0.467868516366	1.0
PWY-5661__PK__MetaCyc	GDP-glucose biosynthesis	5	4	Tb11.v5.0732,Tb927.10.2020,Tb927.10.6440,Tb927.8.980,	80.0	2.98	10.98	0.0203296601358	0.467868516366	1.0
PWY-6307__PK__MetaCyc	L-tryptophan degradation X (mammalian, via tryptamine)	5	4	Tb927.11.4700,Tb927.2.5180,Tb927.6.3050,Tb927.6.4210,	80.0	2.98	10.98	0.0203296601358	0.467868516366	1.0
PWY-6992__PK__MetaCyc	1,5-anhydrofructose degradation	5	4	Tb927.1.3830,Tb927.11.14780,Tb927.11.6210,Tb927.3.680,	80.0	2.98	10.98	0.0203296601358	0.467868516366	1.0
SALVPURINE2-PWY__PK__MetaCyc	xanthine and xanthosine salvage	5	4	Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.7.7040,	80.0	2.98	10.98	0.0203296601358	0.467868516366	1.0
PWY-2723__PK__MetaCyc	trehalose degradation V	5	4	Tb11.v5.0732,Tb927.10.2020,Tb927.10.6440,Tb927.8.980,	80.0	2.98	10.98	0.0203296601358	0.467868516366	1.0
PWY-6644__PK__MetaCyc	fluoroacetate and fluorothreonine biosynthesis	5	4	Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.7.7040,	80.0	2.98	10.98	0.0203296601358	0.467868516366	1.0
DETOX1-PWY-1__PK__MetaCyc	reactive oxygen species degradation	12	7	Tb927.11.15020,Tb927.11.15820,Tb927.5.3350,Tb927.7.1120,Tb927.8.1990,Tb927.9.5770,Tb927.9.5860,	58.3	2.17	3.86	0.0209375488276	0.47516603867	1.0
ec00020__PK__KEGG	Citrate cycle (TCA cycle)	46	19	Tb927.10.12260,Tb927.10.12700,Tb927.10.15410,Tb927.10.16120,Tb927.10.2560,Tb927.10.7410,Tb927.11.11250,Tb927.11.11680,Tb927.11.1450,Tb927.11.16730,Tb927.2.4210,Tb927.3.1790,Tb927.3.2230,Tb927.3.4390,Tb927.5.2080,Tb927.5.4330,Tb927.6.400,Tb927.8.3690,Tb927.9.11110,	41.3	1.54	1.96	0.0222277760973	0.493645190404	1.0
SUCSYN-PWY__PK__MetaCyc	sucrose biosynthesis I (from photosynthesis)	20	10	Tb927.1.3830,Tb927.1.710,Tb927.1.720,Tb927.10.6440,Tb927.10.6880,Tb927.2.5800,Tb927.5.2690,Tb927.6.4280,Tb927.6.4300,Tb927.8.980,	50.0	1.86	2.76	0.0223560245348	0.493645190404	1.0
PWY-6142__PK__MetaCyc	gluconeogenesis II (<i>Methanobacterium thermoautotrophicum</i>)	26	12	Tb11.v5.0650,Tb927.1.3830,Tb927.1.710,Tb927.10.2890,Tb927.10.6880,Tb927.11.16410,Tb927.11.5520,Tb927.11.6280,Tb927.3.3270,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,	46.2	1.72	2.37	0.02614495037	0.563482417451	1.0
PWY-7238__PK__MetaCyc	sucrose biosynthesis II	10	6	Tb11.v5.0732,Tb927.1.3830,Tb927.10.2020,Tb927.10.6440,Tb927.8.6170,Tb927.8.980,	60.0	2.23	4.12	0.0277164832957	0.563482417451	1.0
PWY-5872__PK__MetaCyc	ubiquinol-10 biosynthesis (eukaryotic)	10	6	Tb927.11.13730,Tb927.3.4890,Tb927.3.680,Tb927.4.1900,Tb927.6.1900,Tb927.9.10580,	60.0	2.23	4.12	0.0277164832957	0.563482417451	1.0
